$GPRMC,090058,A,4230.78960,N,08326.67600,W,016.2,349.0,101119,0,W,*65
$GPRMC,090059,A,4230.79414,N,08326.67720,W,016.2,349.0,101119,0,W,*68
$GPRMC,090100,A,4230.79868,N,08326.67840,W,016.2,349.0,101119,0,W,*6B
$GPRMC,090101,A,4230.80322,N,08326.67960,W,016.2,349.0,101119,0,W,*6A
$GPRMC,090102,A,4230.80776,N,08326.68080,W,016.2,349.0,101119,0,W,*64
$GPRMC,090103,A,4230.81229,N,08326.68199,W,016.2,349.0,101119,0,W,*62
$GPRMC,090104,A,4230.81683,N,08326.68319,W,016.2,349.0,101119,0,W,*6B;$GPRMC,090104,A,4230.84815,N,08326.67270,W,001.6,359.3,101119,0,W,*6E
$GPRMC,090105,A,4230.82140,N,08326.68440,W,016.2,357.2,101119,0,W,*67;$GPRMC,090105,A,4230.84860,N,08326.67271,W,001.6,359.3,101119,0,W,*6C
$GPRMC,090106,A,4230.82590,N,08326.68470,W,016.2,357.2,101119,0,W,*6E;$GPRMC,090106,A,4230.84905,N,08326.67272,W,001.6,359.3,101119,0,W,*6E
$GPRMC,090107,A,4230.83040,N,08326.68500,W,016.2,358.8,101119,0,W,*65;$GPRMC,090107,A,4230.84950,N,08326.67272,W,001.6,359.3,101119,0,W,*6F
$GPRMC,090108,A,4230.83579,N,08326.68515,W,016.2,358.8,101119,0,W,*61;$GPRMC,090108,A,4230.84995,N,08326.67273,W,001.6,359.3,101119,0,W,*68
$GPRMC,090109,A,4230.84119,N,08326.68530,W,016.2,358.8,101119,0,W,*62;$GPRMC,090109,A,4230.85040,N,08326.67274,W,001.6,359.3,101119,0,W,*6E
$GPRMC,090110,A,4230.84658,N,08326.68545,W,016.2,358.8,101119,0,W,*6A;$GPRMC,090110,A,4230.85085,N,08326.67274,W,001.6,359.3,101119,0,W,*6F
$GPRMC,090111,A,4230.85200,N,08326.68560,W,016.2,088.8,101119,0,W,*6A;$GPRMC,090111,A,4230.85130,N,08326.67275,W,001.6,359.3,101119,0,W,*60
